,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\13.jpg'],30.31,347,4,303,11,3031,1110.31,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,347,13.4,1304,130049440844110,1304.0,1444,4,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,347,11,0,4144,,['144.01519.99477'],['0.2.51050'],,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,347,1304,1304,13.04,13.04,1314,131,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,347,13.0,1303,13.04,13.03,144,1303,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,347,1.2,3023,30.3,0.3,418,2,0.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,347,3.1,0.16,4.1,316,,,316,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,347,31,31,['00000000030.3110414.441'],3031,490911.9494411044,['0.119389.'],3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,347,1,0,30.0100104441104,3023,101190.4912751,99300293,,1444777400661910164
0,['.\\sipaimages\\3\\21.jpg'],33.99,347,39.91,3340,3.1,3340,94.7,33,390,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,347,31,318,6,35,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,347,30.01,30.23,40.01,30.22,,,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,347,0,3.2,4144,2,,,302410,111114994008110812
0,['.\\sipaimages\\3\\25.jpg'],33.99,347,3.79,,4.79,1,1.4180107777777776e+16,1,1,499
0,['.\\sipaimages\\3\\26.jpg'],3.75,347,16,3,,,,,3175.0,1043119000000146444
0,['.\\sipaimages\\3\\3.jpg'],13.04,347,13.04,1304,134,1304,1.4711111101197144e+22,51.0,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,347,,,13.0591111041,13054,11114644101,703400,,116
0,['.\\sipaimages\\3\\5.jpg'],30.3,347,0.0,3030,,,90.990904119101,['.90.0199910'],30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,347,,,['011013042..40061.601.0144111777910110'],['1304...'],['901.10.1001111411104'],['.'],130,1
0,['.\\sipaimages\\3\\7.jpg'],13.04,347,15.04,13.04,,,,,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,347,1,31,3003114100000.0,0.3031,30.919491199141,30.31150339,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,347,114,1304,13.04,1304,1.0104011414941716,49014,13.04,13.04
0,['.\\sipaimages\\3\\1.jpg'],30.31,348,31,31,['477777711111111111171774041113144119177006144043'],0.30131,1411199999141141016,0.31192899,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,348,106,1305,13119,13105,,,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,348,,,413,2059,,,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,348,116,1305,1308,130,,,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,348,4,303,11,3031,11130.319491193908,3034,30.34,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,348,1304,1304,13.4,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,348,11.4,3.2,4144,,14.77777,,30245199901,114579.4919
0,['.\\sipaimages\\3\\16.jpg'],13.04,348,1101,1304,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,348,139,1303,13.0,13.03,14,1307,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,348,14,30.23,6,,11.4904,0.2,30.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,348,310,,410,36,4.1691,10,316,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,348,1,31,221111011461717,3031.0,74147110199161104,0.59971,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,348,1,3,['30.210191.99188014410610991990'],3023419999,['1145063111411610..1'],['.'],1,144477709741132.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,348,3.91,3.0,3.1,340,,,340,3.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,348,3.1,318,419,38,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,348,10.01,3023,40.01,30.22,,,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,348,0,3.2,4144,2,10311,,302410,111114000.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,348,9,3,3.79,1,['609.7777777777.'],,1,43.99
0,['.\\sipaimages\\3\\26.jpg'],3.75,348,118,,,,,,,
0,['.\\sipaimages\\3\\3.jpg'],13.04,348,13.04,134,134,1304,11600023101,0,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,348,11,5.0,13.064,13.05,11419,4905,,16
0,['.\\sipaimages\\3\\5.jpg'],30.3,348,0.0,3030,30,3,90.91061110001017,['0.3.1999'],30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,348,,,['0000001304445000044194.....408661...010121441177777000011'],['1304...'],111118947.77777772,1.0,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,348,15.04,13.04,1344,13.04,14404,1304,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,348,1,31,4.1,31,1911000061114,36,31,31
0,['.\\sipaimages\\3\\9.jpg'],13.04,348,114,1304,13.04,1304,901971111111,,13.04,13.04
0,['.\\sipaimages\\3\\1.jpg'],30.31,349,31,31,3091070142101411,3031,909196.1619,91.0,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,349,106,1305,13.05109,13053,,,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,349,,,10.9,2099,,,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,349,116,1305,1308,130,11612,3,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,349,4,303,11,0.3,1114104,3.5,30.31,30.71
0,['.\\sipaimages\\3\\14.jpg'],13.04,349,1304,1304,13.4,13.04,1.911904,91304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,349,11,0,4144,,141144177777,,3024510999,3045149991431
0,['.\\sipaimages\\3\\16.jpg'],13.04,349,1304,1304,13.04,13.04,14,4,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,349,13.0,1303,13.0,13.03,19,13,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,349,1.2,3023,1.7144,,1.1,0,0.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,349,311,,4.1,316,,,316,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,349,31,31,30.311421,['..3031'],109954116911,303995,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,349,1,3,['30.29101444006.160109061121'],3023,41,['.'],2,1460107710510911
0,['.\\sipaimages\\3\\21.jpg'],33.99,349,39.91,340,3.1,30,,,30,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,349,16,318,419,38,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,349,10.01,3023,10.01,30.22,1.6,0,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,349,0,3.2,41.44,0.2,1.001,,302490,31114000100000
0,['.\\sipaimages\\3\\25.jpg'],33.99,349,9,,4.79,1,['8001.777777777.'],,3319910900,['3914999.99.1009']
0,['.\\sipaimages\\3\\26.jpg'],3.75,349,18,,119,,,,,6000.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,349,13.04,1304,134,1304,['114115104114015711064114141'],441,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,349,,,13.059541000000312,13052,4,,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,349,0.0,3030,,,,,30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,349,14,134,['001304431000461..40061.691018417777710'],['1304..'],['5168.64177777777314899411.162010.14006110691'],31889,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,349,15.04,13.04,,,,,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,349,1,3,41,31,90.91779461911,['0.168999.'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,349,114,1304,,,9404,3.0,,11.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,350,31,31,41,31,911,,3,30.31
0,['.\\sipaimages\\3\\10.jpg'],13.05,350,1106,1305,1305,1305,['144641.17.7777'],1308,13.05,1305
0,['.\\sipaimages\\3\\11.jpg'],20.59,350,0,5,59,5,491,['2.5.'],5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,350,116,1305,1308,130,,,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,350,4,303,11,3031,11111449414119990777,0,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,350,1304,1304,134,13.04,191999.111,94,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,350,11.4,3.2,4144,,['4144.0.3151999977777'],2800319990.0,3024199.99,111145799.99198888
0,['.\\sipaimages\\3\\16.jpg'],13.04,350,1804,1304,13.04,13.04,14,,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,350,139,1303,13.01,13.03,144,1303,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,350,1.2,3023,30.43,0.3,4,8,30.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,350,410,0.16,4.1,316,,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,350,1,31,4.1,31,211119491199.141,0.3,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,350,1,0,1.141014499102414e+24,['3023169930.10.'],0.601417491,0.03,,14.0407771103001
0,['.\\sipaimages\\3\\21.jpg'],33.99,350,0,3,30.1,390,9.0,900,30,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,350,31,38,41,38,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,350,30.01,3022,10.01,3022,,,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,350,0,3.2,41.44,0.2,4411738088,324,3012410,30114991008012
0,['.\\sipaimages\\3\\25.jpg'],33.99,350,9,3,3.79,1,,,1,3.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,350,1,,119,,,,375,['44311400.14.0008']
0,['.\\sipaimages\\3\\3.jpg'],13.04,350,13.04,1304,134,1304,1.111111111111111e+21,1,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,350,,,13.05954,13.059,['1310994.9.7'],85,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,350,0.0,3030,,,,,30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,350,14,4,['11130414444400001..41461.69101100008300101'],1304.0,5153999.166601711,['.'],13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,350,15.04,13.04,144,13.04,19404,1304,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,350,1,3,30.1,0.3,10141401,1,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,350,1104,1304,,,,,,11.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,351,31,31,30.310164,3031,30.31901911,0.398,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,351,1106,1305,13109,1305,141909441.7777,1361903,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,351,0,5,59,5,1117109,95.0,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,351,13.06,13.05,1308,130,1111199,84,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,351,4,303,11,0.3,111411,0.31,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,351,1304,1304,13.04,13.04,1444,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,351,11.4,3.2,4144,,141148.7777,2,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,351,1304,1304,13.04,13.04,14,3,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,351,139,1303,13.09,13.03,1191110414,41308,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,351,1.2,3023,1,,4118,2,0.23,16
0,['.\\sipaimages\\3\\19.jpg'],3.76,351,3.1,0.16,4.1,316,,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,351,1,31,119105001,3031,3.31499911111104,3031008.0,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,351,1,0,30.29101499940144,30234199994,0.99116671,20990,10,144577706411109
0,['.\\sipaimages\\3\\21.jpg'],33.99,351,39.91,34,30.1,340,99.0,990,340,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,351,311,413,41,38,,,38,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,351,10.01,30.23,10.01,3022,114,102,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,351,0,3.2,4144,24,417441,31241,302410,1114000000001
0,['.\\sipaimages\\3\\25.jpg'],33.99,351,3.79,,43.79,,1118066777777777.0,100,,4.99
0,['.\\sipaimages\\3\\26.jpg'],3.75,351,118,3,119,,,,3175,50300003110006.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,351,13.04,1304,134,1304,6.04,,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,351,,,13.059,13059,11161909964419,33,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,351,0.0,3030,11.1,30.3,909141049.1611,0.3,30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,351,14,134,['000013045.1000424...48861.6010194117777100011'],1304,['41170419115159.90.004.10011444301'],143115309.0,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,351,15.04,13.04,,,14,3.6,13.04,1304
0,['.\\sipaimages\\3\\8.jpg'],30.31,351,1,31,411,31,309194411001,3599,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,351,1104,1304,,,115611.10164114113,12,13.04,19.04
0,['.\\sipaimages\\3\\1.jpg'],30.31,352,31,31,30.3111115061454,3031,331.09,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,352,106,1305,13119,135,,,1305,1305
0,['.\\sipaimages\\3\\11.jpg'],20.59,352,0,5,10010159174414214111,2059,1011.09191161,0.5059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,352,116,1305,1308,130,11590112,16,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,352,0.3,303,11,0.3,80119.6190111,9.0,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,352,13.04,13.04,13.04,13.04,1444,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,352,11.4,3.2,4144,,141661177777,519093,3012451999911111,301145199.0919989
0,['.\\sipaimages\\3\\16.jpg'],13.04,352,1804,1304,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,352,139,1303,13.03,13.03,1416,33,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,352,14,30.23,30.43,0.3,914904,,30.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,352,310,0.16,4.1,316,4.1,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,352,31,31,['4030.31100417.17'],3031,['30.31190919911.10'],3034499070,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,352,11,0,['30114101499.98804110611610.10917777744'],3012319999010,1,3,['0.0.0'],['9997144.44915146110.09']
0,['.\\sipaimages\\3\\21.jpg'],33.99,352,39.91,3,33.1,340,1,,340,33.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,352,31,318,419,38,,,38,41
0,['.\\sipaimages\\3\\23.jpg'],30.23,352,10.01,30.23,10.01,3022,,,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,352,0,3.2,41.44,0.2,0.1141014,0.324,3012499,111114000000011
0,['.\\sipaimages\\3\\25.jpg'],33.99,352,9,3,43.79,1,0.00777,,1,3.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,352,1,,119,,127777043134.0001,,375,30315100000006
0,['.\\sipaimages\\3\\3.jpg'],13.04,352,13.04,1304,134,1304,1110006411,,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,352,,,13.05920181,1305,['190994.1.8'],39,1305,146
0,['.\\sipaimages\\3\\5.jpg'],30.3,352,0.0,30,,,,,30,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,352,14,134,['000000001304451000024...48611.61048141777771'],['1304..'],131046.14604,1304,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,352,13.04,13.04,,,1304,1304,1304,1304
0,['.\\sipaimages\\3\\8.jpg'],30.31,352,1,31,301131414011611447,30131,30.3190913161,30.31919998,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,352,1104,1304,,,1.91111,40,,11.04
0,['.\\sipaimages\\3\\1.jpg'],30.31,353,31,31,['47777111111117111117171111111411130911111021411'],3031,909191051901661104,0.919907,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,353,106,1305,1305,1305,,,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,353,0,5,59,5,101144410411101,9058199119.0,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,353,116,1305,1308,1305,1,19,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,353,0.3,303,11,0.3,11019491,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,353,1304,1304,13.04,13.04,1444,1804,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,353,11.4,3.2,4144,,111177777777,,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,353,1304,1304,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,353,13.0,1303,13.03,13.03,19.9449,193,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,353,14,30.23,30.43,0.3,1148,22,30.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,353,3.1,0.16,4.1,316,,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,353,31,31,31,0,['30.91199.599144116911044'],['30.3199.53'],3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,353,1,302,301111101106.111,302319999009,12301,,0.1,1444437011061010.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,353,39.91,340,30.1,330,,,340,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,353,31,318,419,38,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,353,10.01,3023,10.01,30.22,11.6,0,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,353,0,3.2,4144,0.2,4311114430.41,3124.0,3012419,30114941002
0,['.\\sipaimages\\3\\25.jpg'],33.99,353,9,3,,,19,100,1,4.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,353,1,,119,,1,7,,['400.10.0008']
0,['.\\sipaimages\\3\\3.jpg'],13.04,353,13.04,1304,134,130,11.160710100011,7,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,353,,,['13.09.'],13.03,1.410947,315,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,353,0.0,3030,,,909149141119461910,3030,30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,353,14,1304,['013045.10024.....48461116910100000000'],['1304...'],['242001111515.93914411691.0100.13114461114'],515899,,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,353,15.04,13.04,,,14114,1306,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,353,1,31,411,31,30.391119941113143,3.0,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,353,1104,1304,,,9141451451101141729,304.0,,11.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,354,31,31,['3091111144214..1'],3031,61619091241914.16,30918,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,354,106,1305,['1310510000000411919140101'],1305,,,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,354,,,59,5,113991116110,991,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,354,116,1305,1308,130,13,3,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,354,4,303,11,3031,244191,23031,30.31,30.71
0,['.\\sipaimages\\3\\14.jpg'],13.04,354,13.04,13.04,13.04,13.04,144,13,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,354,11.4,3.2,4144,,8.77777,,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,354,1804,1304,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,354,13.0,1303,13.09,13.03,,,13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,354,1.2,3023,3180088363,,41.49,0,0.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,354,3.1,316,4.1,316,,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,354,31,31,30.314444,['.3031.'],11510979491995411109,303199571,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,354,1,0,30.21000014410946,30234199.99,4144.091122401,4,0.1,144477733114450.12
0,['.\\sipaimages\\3\\21.jpg'],33.99,354,0.9,390,3.1,340,,,340,30.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,354,16,318,419,38,,,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,354,10.01,30.23,10.01,3022,,,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,354,0,3.2,10.241601008,30240,,,3012420,31114992100080
0,['.\\sipaimages\\3\\25.jpg'],33.99,354,9,,,,['11.990577777777.'],3900,,4.99
0,['.\\sipaimages\\3\\26.jpg'],3.75,354,118,,119,,,,,['00000.00.0000']
0,['.\\sipaimages\\3\\3.jpg'],13.04,354,13.04,1304,134,130,111111111141.1711,33,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,354,,,13.094,13.05,110605149946161101,199,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,354,0.0,30,30,3,,,30,0
0,['.\\sipaimages\\3\\6.jpg'],13.04,354,14,134,['01304200000344...08861110110000110'],1304,913183917566100.0,210,1304,114
0,['.\\sipaimages\\3\\7.jpg'],13.04,354,15.04,13.04,1344,13.04,144,3.0,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,354,1,3,30.31,0.3,1114611414,116,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,354,1104,1304,,,10110111111,89,,11.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,355,31,31,['30131111011421401411'],30131,30319091997161104,319950,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,355,106,1305,1305,1305,,,1305,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,355,,,['00000000020.99194.411461111'],2059,195.681,9950,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,355,116,1305,1308,130,1016,19,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,355,4,303,11,0.3,1.101151148411112e+18,5,30.31,30.71
0,['.\\sipaimages\\3\\14.jpg'],13.04,355,13.04,13.04,13.041954001,13104,11.111,3.0,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,355,11.4,3.2,1114519.4991816813,3024519090,101180777777,['.'],3024519099,3014519.994
0,['.\\sipaimages\\3\\16.jpg'],13.04,355,1304,1304,13.04,13.04,1101104,51304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,355,139,1303,13.03,13.03,118,,13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,355,14,30.23,['.000000900000111.100063'],,1,0.2,0.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,355,4.1,0.16,4.1,316,410,376,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,355,31,31,4.1,31,3.39491,303,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,355,1,0,3011101449.9106607,30123110999010,11,3,0,['149407772.106690.165']
0,['.\\sipaimages\\3\\21.jpg'],33.99,355,39.91,3,33.1,340,,,340,33.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,355,31,318,41,38,9764.19,9837,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,355,10.01,30.23,10.01,3022,110,2,3022,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,355,0,3.2,41.44,24,144109.015570001,['324.0.'],301249,311140.00011
0,['.\\sipaimages\\3\\25.jpg'],33.99,355,9,,3.79,1,['140.9177777777.'],,1,4.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,355,16,3,119,,,,0,['0444000.017006.6313']
0,['.\\sipaimages\\3\\3.jpg'],13.04,355,13.04,1304,134,130,['1111011071214414441111141'],,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,355,,,['13.05.800084606'],['13.09.'],11451111414661101,908,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,355,0.0,3030,116111480000.0,3030,0,5,3,30
0,['.\\sipaimages\\3\\6.jpg'],13.04,355,14,1304,13045510040000.0,['1304..'],['010411111548341..777777739.14014601161101'],5.0,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,355,15.04,13.04,1344,13.04,,,1304,154
0,['.\\sipaimages\\3\\8.jpg'],30.31,355,1,31,430.3146011461745,3031,1479061110,['.'],31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,355,1104,1304,,,['10112111117119101101123'],,,11.4
0,['.\\sipaimages\\3\\1.jpg'],30.31,356,31,31,30.411111420441,3031,4100,0.31,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,356,106,1305,131109,1305,,,13.05,1105
0,['.\\sipaimages\\3\\11.jpg'],20.59,356,,,,,,,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,356,116,1305,1308,130,,,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,356,4,303,11,30.31,9019430.91,['.'],30.31,30.71
0,['.\\sipaimages\\3\\14.jpg'],13.04,356,1304,1304,13110413440041,13042,111,134,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,356,11.4,3.2,4144,,41014.77777,40,,4144
0,['.\\sipaimages\\3\\16.jpg'],13.04,356,1304,1304,13.04,13.04,1116141,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,356,13.0,1303,13.03,13.03,,,13.03,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,356,1.3,3023,30.43,0.3,41.49,,0.23,30.11
0,['.\\sipaimages\\3\\19.jpg'],3.76,356,4.1,0.16,4.1,316,410,,316,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,356,1,31,130.31145,3031,1741,944.41,3,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,356,11,0,30.210000044441113,3023.02,11,9993,0.1,148447771066910.1
0,['.\\sipaimages\\3\\21.jpg'],33.99,356,0.9,390,3.1,3340,94.0,200,340,3.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,356,31,318,41,38,4.19,415,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,356,30.01,30.23,10.01,3022,,,30.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,356,0,3.2,41.44,24,9010,,302420,1111140000
0,['.\\sipaimages\\3\\25.jpg'],33.99,356,3.79,,,,0.77777,,,499
0,['.\\sipaimages\\3\\26.jpg'],3.75,356,1,,119,,11914.00011777,['37....'],375,1131140.0000000075
0,['.\\sipaimages\\3\\3.jpg'],13.04,356,13.04,1304,134,1304,['14.01.71114141141401111'],141,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,356,,,13.054,13.05,1164109612191,416,,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,356,0.0,30,,,100004,3030,30,30
