,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,mro_ssd,mro_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\22.jpg'],3.75,339,317,318,4.19,309,318,317
0,['.\\sipaimages\\3\\23.jpg'],30.23,339,30.01,30.22,10.01,22,30.22,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,339,0,3.2,4144,2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,339,9,3,3.79,,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,339,18,,119,,,18
0,['.\\sipaimages\\3\\3.jpg'],13.04,339,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,339,,,13.059,13059,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,339,0.0,30,,,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,339,14,1304,['0113041002493...40866..601.01667777111001'],1304,1304,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,339,13.04,13.04,1344,13.04,13.04,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,339,1,31,41,31,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,339,114,1304,13.04,1304,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,340,31,31,['30.3110204.0'],3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,340,106,1305,13105,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,340,0,5,59,5,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,340,13.06,13.05,1308,130,13.05,13.06
0,['.\\sipaimages\\3\\13.jpg'],30.31,340,0.3,303,11,31,303,0.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,340,1304,1304,13114000000000,13035.0,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,340,111,0,4144,,0,111
0,['.\\sipaimages\\3\\16.jpg'],13.04,340,1101,1304,13.04,13.04,1304,1101
0,['.\\sipaimages\\3\\17.jpg'],13.03,340,13.0,1303,13.01,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,340,1.2,3023,0,,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,340,4.1,0.16,410,316,0.16,4.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,340,31,31,4.1,31,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,340,11,0,30.010199999144408,302319999,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,340,39.91,3,3.1,390,3,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,340,31,38,419,38,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,340,30.01,30.23,40.01,30.22,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,340,0,3.2,41.44,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,340,9,3,4.99,1,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,340,18,,,,,18
0,['.\\sipaimages\\3\\3.jpg'],13.04,340,13.04,134,114,1304,134,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,340,,,['13.05.808066106'],['13.09.0'],,
0,['.\\sipaimages\\3\\5.jpg'],30.3,340,0.0,3030,,,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,340,14,134,['001304555.000424.488611691011177777111'],['1304..'],134,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,340,15.04,13.04,1344,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,340,1,31,4.1,31,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,340,1104,1304,,,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,341,31,31,30.41016,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,341,1106,1305,131196147,['130523..'],1305,1106
0,['.\\sipaimages\\3\\11.jpg'],20.59,341,,,59,5,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,341,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,341,4,303,11,3031,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,341,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,341,11.4,0.2,4144,,0.2,11.4
0,['.\\sipaimages\\3\\16.jpg'],13.04,341,1101,1304,13.04,13.04,1304,1101
0,['.\\sipaimages\\3\\17.jpg'],13.03,341,139,1303,13.09,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,341,1.2,3023,610444,,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,341,310,0.16,410,316,0.16,310
0,['.\\sipaimages\\3\\2.jpg'],30.31,341,31,31,4.1,31,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,341,1,302,3.044019999910087e+22,3023419999010,302,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,341,39.91,34,33.1,340,34,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,341,317,38,6,35,38,317
0,['.\\sipaimages\\3\\23.jpg'],30.23,341,30.01,30.23,10.01,3022,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,341,0,3.2,41.44,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,341,9,3,,,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,341,118,3,119,,3,118
0,['.\\sipaimages\\3\\3.jpg'],13.04,341,13.04,134,134,1304,134,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,341,,,['13.05.080669101'],['13.09.'],,
0,['.\\sipaimages\\3\\5.jpg'],30.3,341,0.0,30,,,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,341,14,134,['000000130424...408614.6910194111777711'],['1304...'],134,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,341,15.04,13.04,11,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,341,1,3,3013110001111211011,3031.0,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,341,1104,1304,13.04,1304,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,342,31,31,['30.311010.04'],3031.0,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,342,1106,1305,13.05,13105,1305,1106
0,['.\\sipaimages\\3\\11.jpg'],20.59,342,0,5,59,5,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,342,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,342,4,303,,,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,342,13.4,1304,13.04,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,342,111,0,4144,,0,111
0,['.\\sipaimages\\3\\16.jpg'],13.04,342,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,342,13.0,1303,13.09,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,342,14,30.23,30.3,0.3,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,342,3.1,0.16,410,316,0.16,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,342,1,31,30141101409011,['..3031'],31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,342,11,0,['11410149944014419011491'],3023419990,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,342,39.91,39,33.1,390,39,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,342,31,413,41,38,413,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,342,30.01,30.23,10.01,3022,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,342,0,3.2,4144,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,342,93.39,3.9,43.79,1,3.9,93.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,342,116,3,119,30,3,116
0,['.\\sipaimages\\3\\3.jpg'],13.04,342,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,342,,,13.05911146910414,13059.0,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,342,0.0,30,30,3,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,342,14,13,['000000013045510004512861.601.0100000041'],1304,13,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,342,13.04,13.04,1344,13.04,13.04,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,342,1,31,31,0,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,342,1104,1304,,,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,343,31,31,47777711130.410095,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,343,106,1305,13.05,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,343,,,59,5,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,343,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,343,4,303,11,0.3,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,343,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,343,11.4,3.2,4144,,3.2,11.4
0,['.\\sipaimages\\3\\16.jpg'],13.04,343,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,343,13.0,1303,13.03,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,343,14,30.23,30.3,0.3,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,343,3.1,316,410,316,316,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,343,1,31,1,31,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,343,11,0,30.291014401053165,30231105900100,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,343,39.91,34,30.1,30,34,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,343,317,318,419,38,318,317
0,['.\\sipaimages\\3\\23.jpg'],30.23,343,30.01,30.23,40.01,3022,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,343,0,3.2,4144,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,343,9,3,3.79,1,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,343,18,,119,,,18
0,['.\\sipaimages\\3\\3.jpg'],13.04,343,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,343,,,13.09489777,13.09,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,343,0.0,3030,30,3,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,343,14,1304,1130455107922.001,['1304..'],1304,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,343,15.04,13.04,144,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,343,1,3,11,30.31,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,343,1104,1304,,,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,344,31,31,30.311191109131,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,344,106,1305,13119,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,344,5,5,59,5,5,5
0,['.\\sipaimages\\3\\12.jpg'],13.05,344,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,344,4,303,11,31,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,344,13.4,1304,13.04,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,344,111,0,4144,,0,111
0,['.\\sipaimages\\3\\16.jpg'],13.04,344,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,344,13.0,1303,13.03,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,344,10.2,0.3,101,,0.3,10.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,344,410,0.16,410,316,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,344,1,31,['00000000030.31100114217.4417'],3031,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,344,11,0,['30.010149949006.76111061191'],3023119999,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,344,39.91,3,3.1,340,3,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,344,317,318,6,35,318,317
0,['.\\sipaimages\\3\\23.jpg'],30.23,344,30.01,30.23,10.01,0.2,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,344,0,3.2,4144,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,344,9,3,43.79,1,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,344,16,,,,,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,344,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,344,,,13.054,13.05,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,344,0.0,30,,,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,344,104,304,['413042.10044...410611691.044111777710'],['1304...'],304,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,344,15.04,13.04,1344,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,344,1,31,230.41103,3031.0,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,344,1104,1304,13.04,1304,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,345,31,31,30.31111442144001,3031.0,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,345,106,1305,1305,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,345,0,5,120.99197756,2059,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,345,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,345,0.3,303,11,30.31,303,0.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,345,13.4,1304,13.4,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,345,11.4,3.2,4144,,3.2,11.4
0,['.\\sipaimages\\3\\16.jpg'],13.04,345,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,345,139,1303,13.01,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,345,1.2,3023,400114444,,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,345,3.1,0.16,410,316,0.16,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,345,31,31,4.1,31,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,345,1,0,['30.291019.99101061061010417777441'],3023419909010,0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,345,39.91,340,33.1,340,340,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,345,31,318,419,38,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,345,30.01,30.23,10.01,3022,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,345,0,3.2,41.44,24,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,345,93.39,3.9,3.79,1,3.9,93.39
0,['.\\sipaimages\\3\\26.jpg'],3.75,345,118,3,119,,3,118
0,['.\\sipaimages\\3\\3.jpg'],13.04,345,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,345,,,13.094,13.03,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,345,0.0,3030,1130.0104114174,3030,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,345,14,1304,['000000130440000044923..40614.69101500000'],['1304...'],1304,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,345,15.04,13.04,,,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,345,1,31,11,31,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,345,1104,1304,13.04,1304,1304,1104
0,['.\\sipaimages\\3\\1.jpg'],30.31,346,31,31,30.31011114214141,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,346,106,1305,13119,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,346,0,5,59,5,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,346,116,1305,13,13.05,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,346,0.3,303,41,31,303,0.3
0,['.\\sipaimages\\3\\14.jpg'],13.04,346,13.14,13.04,131104934100000,13043,13.04,13.14
0,['.\\sipaimages\\3\\15.jpg'],30.24,346,111,0,4144,,0,111
0,['.\\sipaimages\\3\\16.jpg'],13.04,346,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,346,139,1303,13.0,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,346,14,30.23,14444,,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,346,3.1,0.16,410,316,0.16,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,346,1,31,['00000000030.3110417.14'],3031,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,346,1,3,['30.210199.9940141111106191'],302319999,3,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,346,3.91,30,3.1,340,30,3.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,346,31,318,41,38,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,346,30.01,30.23,40.01,30.22,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,346,0,3.2,4144,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,346,93.79,3.9,,,3.9,93.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,346,116,,119,,,116
0,['.\\sipaimages\\3\\3.jpg'],13.04,346,13.04,1304,134,130,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,346,,,13.050411,1305,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,346,0.0,30,30,3,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,346,14,134,['000013044551000262.410614.691010062444441'],0.1304,134,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,346,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,346,1,31,30.1,0.3,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,346,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,347,31,31,4.1,31,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,347,106,1305,13.05,1305,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,347,,,20.59189411464,2059,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,347,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,347,4,303,11,3031,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,347,13.4,1304,130049440844110,1304.0,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,347,11,0,4144,,0,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,347,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,347,13.0,1303,13.04,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,347,1.2,3023,30.3,0.3,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,347,3.1,0.16,4.1,316,0.16,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,347,31,31,['00000000030.3110414.441'],3031,31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,347,1,0,30.0100104441104,3023,0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,347,39.91,3340,3.1,3340,3340,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,347,31,318,6,35,318,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,347,30.01,30.23,40.01,30.22,30.23,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,347,0,3.2,4144,2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,347,3.79,,4.79,1,,3.79
0,['.\\sipaimages\\3\\26.jpg'],3.75,347,16,3,,,3,16
0,['.\\sipaimages\\3\\3.jpg'],13.04,347,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,347,,,13.0591111041,13054,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,347,0.0,3030,,,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,347,,,['011013042..40061.601.0144111777910110'],['1304...'],,
0,['.\\sipaimages\\3\\7.jpg'],13.04,347,15.04,13.04,,,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,347,1,31,3003114100000.0,0.3031,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,347,114,1304,13.04,1304,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,348,31,31,['477777711111111111171774041113144119177006144043'],0.30131,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,348,106,1305,13119,13105,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,348,,,413,2059,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,348,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,348,4,303,11,3031,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,348,1304,1304,13.4,13.04,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,348,11.4,3.2,4144,,3.2,11.4
0,['.\\sipaimages\\3\\16.jpg'],13.04,348,1101,1304,13.04,13.04,1304,1101
0,['.\\sipaimages\\3\\17.jpg'],13.03,348,139,1303,13.0,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,348,14,30.23,6,,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,348,310,,410,36,,310
0,['.\\sipaimages\\3\\2.jpg'],30.31,348,1,31,221111011461717,3031.0,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,348,1,3,['30.210191.99188014410610991990'],3023419999,3,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,348,3.91,3.0,3.1,340,3.0,3.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,348,3.1,318,419,38,318,3.1
0,['.\\sipaimages\\3\\23.jpg'],30.23,348,10.01,3023,40.01,30.22,3023,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,348,0,3.2,4144,2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,348,9,3,3.79,1,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,348,118,,,,,118
0,['.\\sipaimages\\3\\3.jpg'],13.04,348,13.04,134,134,1304,134,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,348,11,5.0,13.064,13.05,5.0,11
0,['.\\sipaimages\\3\\5.jpg'],30.3,348,0.0,3030,30,3,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,348,,,['0000001304445000044194.....408661...010121441177777000011'],['1304...'],,
0,['.\\sipaimages\\3\\7.jpg'],13.04,348,15.04,13.04,1344,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,348,1,31,4.1,31,31,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,348,114,1304,13.04,1304,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,349,31,31,3091070142101411,3031,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,349,106,1305,13.05109,13053,1305,106
0,['.\\sipaimages\\3\\11.jpg'],20.59,349,,,10.9,2099,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,349,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,349,4,303,11,0.3,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,349,1304,1304,13.4,13.04,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,349,11,0,4144,,0,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,349,1304,1304,13.04,13.04,1304,1304
0,['.\\sipaimages\\3\\17.jpg'],13.03,349,13.0,1303,13.0,13.03,1303,13.0
0,['.\\sipaimages\\3\\18.jpg'],30.23,349,1.2,3023,1.7144,,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,349,311,,4.1,316,,311
0,['.\\sipaimages\\3\\2.jpg'],30.31,349,31,31,30.311421,['..3031'],31,31
0,['.\\sipaimages\\3\\20.jpg'],30.23,349,1,3,['30.29101444006.160109061121'],3023,3,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,349,39.91,340,3.1,30,340,39.91
0,['.\\sipaimages\\3\\22.jpg'],3.75,349,16,318,419,38,318,16
0,['.\\sipaimages\\3\\23.jpg'],30.23,349,10.01,3023,10.01,30.22,3023,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,349,0,3.2,41.44,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,349,9,,4.79,1,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,349,18,,119,,,18
0,['.\\sipaimages\\3\\3.jpg'],13.04,349,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,349,,,13.059541000000312,13052,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,349,0.0,3030,,,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,349,14,134,['001304431000461..40061.691018417777710'],['1304..'],134,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,349,15.04,13.04,,,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,349,1,3,41,31,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,349,114,1304,,,1304,114
0,['.\\sipaimages\\3\\1.jpg'],30.31,350,31,31,41,31,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,350,1106,1305,1305,1305,1305,1106
0,['.\\sipaimages\\3\\11.jpg'],20.59,350,0,5,59,5,5,0
0,['.\\sipaimages\\3\\12.jpg'],13.05,350,116,1305,1308,130,1305,116
0,['.\\sipaimages\\3\\13.jpg'],30.31,350,4,303,11,3031,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,350,1304,1304,134,13.04,1304,1304
0,['.\\sipaimages\\3\\15.jpg'],30.24,350,11.4,3.2,4144,,3.2,11.4
0,['.\\sipaimages\\3\\16.jpg'],13.04,350,1804,1304,13.04,13.04,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,350,139,1303,13.01,13.03,1303,139
0,['.\\sipaimages\\3\\18.jpg'],30.23,350,1.2,3023,30.43,0.3,3023,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,350,410,0.16,4.1,316,0.16,410
0,['.\\sipaimages\\3\\2.jpg'],30.31,350,1,31,4.1,31,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,350,1,0,1.141014499102414e+24,['3023169930.10.'],0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,350,0,3,30.1,390,3,0
0,['.\\sipaimages\\3\\22.jpg'],3.75,350,31,38,41,38,38,31
0,['.\\sipaimages\\3\\23.jpg'],30.23,350,30.01,3022,10.01,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,350,0,3.2,41.44,0.2,3.2,0
0,['.\\sipaimages\\3\\25.jpg'],33.99,350,9,3,3.79,1,3,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,350,1,,119,,,1
0,['.\\sipaimages\\3\\3.jpg'],13.04,350,13.04,1304,134,1304,1304,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,350,,,13.05954,13.059,,
0,['.\\sipaimages\\3\\5.jpg'],30.3,350,0.0,3030,,,3030,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,350,14,4,['11130414444400001..41461.69101100008300101'],1304.0,4,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,350,15.04,13.04,144,13.04,13.04,15.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,350,1,3,30.1,0.3,3,1
